BPSno,OccurredDate,OfficerAge,OfficerYearsEmployed,OfficerAssignment,CitizenAge,CitizenRace,CitizenSex,OfficerRace,OfficerSex,ReportNumber,ReceivedDate,Month,Year,OfficerDivision,CitizenInjury,ForceEffective,Active Resistance,Physical Aggression,Non Compliance,Deadly Weapon,Assault,Fleeing,Passive Resistance,Not Noted,OfficerInjury,ForceType
UOF20-0063,2020-01-28,40-49,21-25 yrs,Bureau Of Transit Police,40-49,Black,Male,White,Male,20-004587,2020-01-28,1,2020,Special Operations,Minor Injury,Yes,1,0,1,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF20-0228,2020-06-22,40-49,21-25 yrs,Canine Unit,40-49,White,Male,Black,Male,20-023298,2020-06-22,6,2020,Special Operations,K-9 bite wound,Yes,0,0,1,0,0,1,1,0,No injuries noted or visible,Canine
UOF20-0244,2020-08-12,40-49,26-30 yrs,Security Services,40-49,White,Male,White,Male,20-30177,2020-08-12,8,2020,Special Operations,No injuries noted or visible,No,0,0,0,0,1,0,0,0,No injuries noted or visible,Physical Restraint
UOF21-0010,2020-12-22,50-59,26-30 yrs,North County Precinct,40-49,Black,Male,White,Male,20-48483,2020-12-22,12,2020,Patrol,No injuries noted or visible,Yes,0,0,0,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF19-206,2019-05-15,Not Specified,Not Specified,Not Specified,40-49,Black,Male,Not Specified,Male,19-22729,2019-05-15,5,2019,Not Specified,Minor Injury,Yes,0,0,1,0,0,1,0,0,No injuries noted or visible,Other
UOF21-0053,2021-02-23,Not Specified,Not Specified,Drug Enforcement,40-49,Black,Male,Not Specified,Not Specified,21-7034,2021-02-23,2,2021,Criminal Investigations,No injuries noted or visible,Yes,0,0,1,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF18-041,2018-01-02,40-49,6-10 yrs,South County Precinct,50-59,White,Male,White,Male,18-246,2018-01-02,1,2018,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-041,2018-01-02,30-39,6-10 yrs,South County Precinct,50-59,White,Male,White,Male,18-246,2018-01-02,1,2018,Patrol,No injuries noted or visible,No,1,0,0,0,0,0,0,0,No injuries noted or visible,Pepper Spray
UOF18-041,2018-01-02,30-39,6-10 yrs,South County Precinct,50-59,White,Male,White,Male,18-246,2018-01-02,1,2018,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-077,2018-02-05,30-39,6-10 yrs,City Of Fenton Precinct,50-59,White,Male,White,Male,18-006588,2018-02-05,2,2018,Patrol,Minor Injury,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-010,2018-12-02,30-39,6-10 yrs,Affton Southwest Precinct,50-59,White,Male,White,Male,18-60657,2018-12-02,12,2018,Patrol,Minor Injury,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-091,2019-03-10,30-39,6-10 yrs,Affton Southwest Precinct,50-59,White,Female,White,Male,19-11634,2019-03-10,3,2019,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-196,2019-07-12,30-39,6-10 yrs,Central County Precinct,50-59,Black,Male,White,Male,19-32880,2019-07-12,7,2019,Patrol,Minor Injury,Yes,1,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-196,2019-07-12,30-39,6-10 yrs,Central County Precinct,50-59,Black,Male,White,Male,19-32880,2019-07-12,7,2019,Patrol,Minor Injury,Yes,1,0,1,0,0,0,0,0,No injuries noted or visible,Pepper Spray
UOF20-0112,2020-02-28,30-39,6-10 yrs,Drug Enforcement,50-59,Black,Male,White,Male,20-9996,2020-02-28,2,2020,Criminal Investigation,Minor Injury,Yes,0,0,1,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF20-0123,2020-03-24,20-29,6-10 yrs,City Of Fenton Precinct,50-59,White,Male,White,Male,20-13630,2020-03-24,3,2020,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF20-0213,2020-09-01,30-39,6-10 yrs,North County Precinct,50-59,Black,Female,White,Male,20-33112,2020-09-02,9,2020,Patrol,No injuries noted or visible,Yes,0,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF21-0061,2021-01-04,30-39,6-10 yrs,City Of Jennings Precinct,50-59,Black,Female,White,Male,21-453,2021-01-04,1,2021,Patrol,No injuries noted or visible,No,1,0,0,0,0,0,0,0,No injuries noted or visible,Taser
UOF21-0061,2021-01-04,30-39,6-10 yrs,City Of Jennings Precinct,50-59,Black,Female,White,Male,21-453,2021-01-04,1,2021,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF21-0039,2021-01-27,40-49,6-10 yrs,West County Precinct,50-59,White,Male,White,Male,21-3599,2021-01-27,1,2021,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF21-0041,2021-02-12,30-39,6-10 yrs,North County Precinct,50-59,Black,Male,White,Male,21-5650,2021-02-12,2,2021,Patrol,No injuries noted or visible,Yes,0,0,0,0,0,0,0,1,No injuries noted or visible,Physical Restraint
UOF21-0093,2021-04-20,20-29,6-10 yrs,Special Response Unit,50-59,Black,Male,Black,Male,21-14638,2021-04-20,4,2021,Special Operations,No injuries noted or visible,Yes,1,0,1,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF21-0093,2021-04-20,30-39,6-10 yrs,City Of Wildwood Precinct,50-59,Black,Male,White,Male,21-14638,2021-04-20,4,2021,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF18-077,2018-02-05,30-39,11-15 yrs,West County Precinct,50-59,White,Male,White,Male,18-006588,2018-02-05,2,2018,Patrol,Minor Injury,Yes,1,0,0,0,0,0,0,0,Minor,Physical Restraint
UOF18-077,2018-02-05,40-49,11-15 yrs,City Of Fenton Precinct,50-59,White,Male,White,Male,18-006588,2018-02-05,2,2018,Patrol,Minor Injury,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-189,2018-07-17,50-59,11-15 yrs,Affton Southwest Precinct,50-59,White,Male,Black,Male,18-36343,2018-07-17,7,2018,Patrol,Minor Injury,Yes,0,0,1,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF18-262,2018-09-10,30-39,11-15 yrs,South County Precinct,50-59,White,Female,White,Male,18-46280,2018-09-15,9,2018,Patrol,No injuries noted or visible,No,1,0,1,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF20-0112,2020-02-28,30-39,11-15 yrs,Drug Enforcement,50-59,Black,Male,White,Male,20-9996,2020-02-28,2,2020,Criminal Investigation,Minor Injury,Yes,0,0,1,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF20-0271,2020-11-09,50-59,11-15 yrs,West County Precinct,50-59,White,Male,White,Male,,2020-11-09,11,2020,Patrol,No injuries noted or visible,Yes,0,0,0,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF21-0056,2021-02-06,30-39,11-15 yrs,City Of Wildwood Precinct,50-59,White,Male,White,Male,21-4858(1),2021-02-07,2,2021,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF21-0056,2021-02-06,40-49,11-15 yrs,City Of Wildwood Precinct,50-59,White,Male,White,Male,21-4858(1),2021-02-07,2,2021,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF21-0056,2021-02-06,40-49,11-15 yrs,City Of Wildwood Precinct,50-59,White,Male,White,Male,21-4858(1),2021-02-07,2,2021,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF18-053,2018-01-21,30-39,0-5 yrs,West County Precinct,50-59,White,Male,White,Male,18-3817,2018-01-21,1,2018,Patrol,No injuries noted or visible,No,0,0,1,0,0,0,0,0,No injuries noted or visible,Less Lethal
UOF18-053,2018-01-21,20-29,0-5 yrs,West County Precinct,50-59,White,Male,White,Male,18-3817,2018-01-21,1,2018,Patrol,No injuries noted or visible,No,0,0,1,0,0,0,0,0,No injuries noted or visible,Taser
UOF18-077,2018-02-05,20-29,0-5 yrs,West County Precinct,50-59,White,Male,White,Male,18-006588,2018-02-05,2,2018,Patrol,Minor Injury,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-087,2018-03-03,20-29,0-5 yrs,City Of Jennings Precinct,50-59,Black,Male,White,Male,18-11305,2018-03-03,3,2018,Patrol,No injuries noted or visible,No,1,0,0,0,0,1,0,0,No injuries noted or visible,Taser
UOF18-087,2018-03-03,20-29,0-5 yrs,City Of Jennings Precinct,50-59,Black,Male,White,Male,18-11305,2018-03-03,3,2018,Patrol,No injuries noted or visible,No,1,0,0,0,0,1,0,0,No injuries noted or visible,Pepper Spray
UOF18-087,2018-03-03,20-29,0-5 yrs,City Of Jennings Precinct,50-59,Black,Male,White,Male,18-11305,2018-03-03,3,2018,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,1,0,0,No injuries noted or visible,Taser
UOF18-158,2018-05-25,30-39,0-5 yrs,City Of Jennings Precinct,50-59,Black,Male,White,Male,18-26807,2018-05-25,5,2018,Patrol,Minor Injury,Yes,1,1,0,0,1,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-240,2018-08-27,20-29,0-5 yrs,North County Precinct,50-59,Black,Male,White,Female,18-43591,2018-08-26,8,2018,Patrol,Minor Injury,No,1,0,1,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF18-240,2018-08-27,20-29,0-5 yrs,North County Precinct,50-59,Black,Male,White,Female,18-43591,2018-08-26,8,2018,Patrol,Minor Injury,Yes,1,0,1,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF18-240,2018-08-27,30-39,0-5 yrs,North County Precinct,50-59,Black,Male,White,Male,18-43591,2018-08-26,8,2018,Patrol,Minor Injury,No,1,0,1,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF18-240,2018-08-27,30-39,0-5 yrs,North County Precinct,50-59,Black,Male,White,Male,18-43591,2018-08-26,8,2018,Patrol,Minor Injury,Yes,1,0,1,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF18-262,2018-09-10,30-39,0-5 yrs,South County Precinct,50-59,White,Female,White,Female,18-46280,2018-09-15,9,2018,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,0,1,0,No injuries noted or visible,Pepper Spray
UOF18-291,2018-11-06,20-29,0-5 yrs,Special Response Unit,50-59,White,Male,White,Male,18-56367,2018-11-06,11,2018,Special Operations,Minor Injury,No,1,1,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-291,2018-11-06,30-39,0-5 yrs,Special Response Unit,50-59,White,Male,White,Male,18-56367,2018-11-06,11,2018,Special Operations,Minor Injury,Yes,1,1,1,0,0,0,0,0,No injuries noted or visible,Physical (Striking)
UOF19-010,2018-12-02,20-29,0-5 yrs,Affton Southwest Precinct,50-59,White,Male,White,Female,18-60657,2018-12-02,12,2018,Patrol,Minor Injury,No,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-096,2019-02-07,20-29,0-5 yrs,South County Precinct,50-59,Hispanic,Male,White,Male,19-6576,2019-02-07,2,2019,Patrol,Minor Injury,Yes,1,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-130,2019-04-25,30-39,0-5 yrs,North County Precinct,50-59,White,Male,Black,Male,19-19338,2019-04-25,4,2019,Patrol,No injuries noted or visible,Yes,1,1,1,0,1,0,0,0,No injuries noted or visible,Physical (Striking)
UOF19-158,2019-04-28,30-39,0-5 yrs,Bureau Of Transit Police,50-59,Black,Female,White,Male,19-19897,2019-04-28,4,2019,Special Operations,Minor Injury,Yes,1,1,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-176,2019-06-04,30-39,0-5 yrs,South County Precinct,50-59,White,Female,White,Female,19-026255,2019-06-04,6,2019,Patrol,No injuries noted or visible,Yes,1,0,0,0,1,0,0,0,No injuries noted or visible,Pepper Spray
UOF19-176,2019-06-04,30-39,0-5 yrs,South County Precinct,50-59,White,Female,White,Female,19-026255,2019-06-04,6,2019,Patrol,No injuries noted or visible,Yes,1,0,0,0,1,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-152,2019-06-07,20-29,0-5 yrs,Central County Precinct,50-59,Black,Male,Black,Male,19-26758,2019-06-08,6,2019,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Taser
UOF19-165,2019-06-10,20-29,0-5 yrs,West County Precinct,50-59,White,Female,White,Male,19-27054,2019-06-10,6,2019,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF19-196,2019-07-12,20-29,0-5 yrs,Central County Precinct,50-59,Black,Male,Hispanic,Male,19-32880,2019-07-12,7,2019,Patrol,Minor Injury,Yes,1,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-192,2019-07-16,20-29,0-5 yrs,South County Precinct,50-59,White,Female,White,Male,19-33530,2019-07-16,7,2019,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,1,0,0,No injuries noted or visible,Pepper Spray
UOF19-192,2019-07-16,20-29,0-5 yrs,South County Precinct,50-59,White,Female,White,Male,19-33530,2019-07-16,7,2019,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF19-226,2019-07-28,20-29,0-5 yrs,North County Precinct,50-59,Black,Male,Black,Female,19-35553,2019-07-28,7,2019,Patrol,No injuries noted or visible,Yes,1,1,1,0,0,0,0,0,No injuries noted or visible,Taser
UOF19-226,2019-07-28,30-39,0-5 yrs,North County Precinct,50-59,Black,Male,White,Male,19-35553,2019-07-28,7,2019,Patrol,No injuries noted or visible,Yes,1,1,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-226,2019-07-28,30-39,0-5 yrs,North County Precinct,50-59,Black,Male,White,Male,19-35553,2019-07-28,7,2019,Patrol,No injuries noted or visible,Yes,1,1,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-229,2019-08-25,30-39,0-5 yrs,South County Precinct,50-59,White,Male,White,Male,19-40296,2019-08-25,8,2019,Patrol,No injuries noted or visible,Yes,0,0,0,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF19-247,2019-08-27,30-39,0-5 yrs,City Of Wildwood Precinct,50-59,Black,Male,White,Male,19-40618,2019-08-27,8,2019,Patrol,No injuries noted or visible,Yes,0,0,0,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF19-228,2019-09-04,20-29,0-5 yrs,Security Services,50-59,Black,Male,Black,Male,19-41983,2019-09-04,9,2019,Special Operations,No injuries noted or visible,Yes,1,1,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF20-0157,2020-05-21,20-29,0-5 yrs,Central County Precinct,50-59,Black,Female,White,Female,20-19158,2020-05-21,5,2020,Patrol,Not Specified,Yes,1,0,0,0,1,1,0,0,Not Specified,Physical Restraint
UOF20-0157,2020-05-21,30-39,0-5 yrs,Central County Precinct,50-59,Black,Female,White,Male,20-19158,2020-05-21,5,2020,Patrol,Not Specified,No,1,0,0,0,1,1,0,0,Not Specified,Physical Restraint
UOF20-0157,2020-05-21,30-39,0-5 yrs,Central County Precinct,50-59,Black,Female,White,Male,20-19158,2020-05-21,5,2020,Patrol,Not Specified,Yes,1,0,0,0,1,1,0,0,Not Specified,Physical Restraint
UOF20-0157,2020-05-21,30-39,0-5 yrs,Central County Precinct,50-59,Black,Female,White,Male,20-19158,2020-05-21,5,2020,Patrol,Not Specified,Yes,1,0,0,0,1,1,0,0,Not Specified,Physical Restraint
UOF20-0219,2020-08-18,30-39,0-5 yrs,Security Services,50-59,Black,Female,Asian,Male,20-31078,2020-08-18,8,2020,Special Operations,Minor Injury,Yes,1,1,1,0,1,0,0,0,Minor,Physical Restraint
UOF20-0213,2020-09-01,20-29,0-5 yrs,Affton Southwest Precinct,50-59,Black,Female,White,Female,20-33112,2020-09-02,9,2020,Patrol,No injuries noted or visible,Yes,0,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF20-0255,2020-09-25,20-29,0-5 yrs,South County Precinct,50-59,White,Female,White,Female,20-36316,2020-09-25,9,2020,Patrol,No injuries noted or visible,Yes,0,1,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF20-0255,2020-09-25,30-39,0-5 yrs,South County Precinct,50-59,White,Female,White,Male,20-36316,2020-09-25,9,2020,Patrol,No injuries noted or visible,Yes,0,1,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF20-0255,2020-09-25,30-39,0-5 yrs,South County Precinct,50-59,White,Female,White,Female,20-36316,2020-09-25,9,2020,Patrol,No injuries noted or visible,Yes,0,1,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF21-0029,2020-12-23,20-29,0-5 yrs,Personnel Services,50-59,White,Male,White,Male,20-48673,2020-12-23,12,2020,Operational Support,No injuries noted or visible,Yes,1,1,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF21-0029,2020-12-23,20-29,0-5 yrs,South County Precinct,50-59,White,Male,White,Female,20-48673,2020-12-23,12,2020,Patrol,No injuries noted or visible,Yes,1,1,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF21-0029,2020-12-23,20-29,0-5 yrs,South County Precinct,50-59,White,Male,White,Male,20-48673,2020-12-23,12,2020,Patrol,No injuries noted or visible,Yes,1,1,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF21-0015,2020-12-27,20-29,0-5 yrs,North County Precinct,50-59,Black,Male,White,Male,20-49133,2020-12-27,12,2020,Patrol,Minor Injury,Yes,1,0,1,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF21-0015,2020-12-27,20-29,0-5 yrs,North County Precinct,50-59,Black,Male,White,Male,20-49133,2020-12-27,12,2020,Patrol,Minor Injury,Yes,1,0,1,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF21-0015,2020-12-27,30-39,0-5 yrs,North County Precinct,50-59,Black,Male,White,Male,20-49133,2020-12-27,12,2020,Patrol,Minor Injury,Yes,1,0,1,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF21-0061,2021-01-04,30-39,0-5 yrs,City Of Jennings Precinct,50-59,Black,Female,White,Male,21-453,2021-01-04,1,2021,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF21-0054,2021-01-18,20-29,0-5 yrs,City Of Wildwood Precinct,50-59,White,Male,White,Male,21-2319,2021-01-18,1,2021,Patrol,Minor Injury,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF21-0054,2021-01-18,20-29,0-5 yrs,City Of Wildwood Precinct,50-59,White,Male,White,Male,21-2319,2021-01-18,1,2021,Patrol,Minor Injury,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF21-0054,2021-01-18,20-29,0-5 yrs,City Of Wildwood Precinct,50-59,White,Male,White,Male,21-2319,2021-01-18,1,2021,Patrol,Minor Injury,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF21-0039,2021-01-27,30-39,0-5 yrs,West County Precinct,50-59,White,Male,White,Male,21-3599,2021-01-27,1,2021,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF21-0056,2021-02-06,20-29,0-5 yrs,City Of Wildwood Precinct,50-59,White,Male,White,Male,21-4858(1),2021-02-07,2,2021,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,1,0,No injuries noted or visible,Physical Restraint
UOF21-0041,2021-02-12,20-29,0-5 yrs,North County Precinct,50-59,Black,Male,Black,Male,21-5650,2021-02-12,2,2021,Patrol,No injuries noted or visible,Yes,0,0,0,0,0,0,0,1,No injuries noted or visible,Physical Restraint
UOF21-0041,2021-02-12,30-39,0-5 yrs,North County Precinct,50-59,Black,Male,Black,Male,21-5650,2021-02-12,2,2021,Patrol,No injuries noted or visible,Yes,0,0,0,0,0,0,0,1,No injuries noted or visible,Physical Restraint
UOF21-0055,2021-02-26,20-29,0-5 yrs,South County Precinct,50-59,White,Female,White,Male,21-7396,2021-02-26,2,2021,Patrol,Minor Injury,Yes,1,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF21-0055,2021-02-26,20-29,0-5 yrs,South County Precinct,50-59,White,Female,White,Male,21-7396,2021-02-26,2,2021,Patrol,Minor Injury,Yes,1,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF21-0055,2021-02-26,20-29,0-5 yrs,South County Precinct,50-59,White,Female,Asian,Male,21-7396,2021-02-26,2,2021,Patrol,Minor Injury,Yes,1,0,1,0,0,0,0,0,Minor,Physical Restraint
UOF21-0055,2021-02-26,20-29,0-5 yrs,South County Precinct,50-59,White,Female,Asian,Male,21-7396,2021-02-26,2,2021,Patrol,Minor Injury,Yes,1,0,1,0,0,0,0,0,Minor,Physical Restraint
UOF19-127,2019-04-11,40-49,16-20 yrs,City Of Wildwood Precinct,50-59,White,Male,White,Male,19-16909,2019-04-11,4,2019,Patrol,Minor Injury,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-158,2019-04-28,60+,16-20 yrs,Bureau Of Transit Police,50-59,Black,Female,White,Male,19-19897,2019-04-28,4,2019,Special Operations,Minor Injury,Yes,1,1,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-228,2019-09-04,50-59,16-20 yrs,Central County Precinct,50-59,Black,Male,Black,Male,19-41983,2019-09-04,9,2019,Patrol,No injuries noted or visible,Yes,1,1,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-242,2018-08-20,50-59,21-25 yrs,Security Services,50-59,Black,Female,White,Male,18-42452,2018-08-20,8,2018,Special Operations,Minor Injury,Limited,1,1,1,0,1,0,0,0,No injuries noted or visible,Taser
UOF19-228,2019-09-04,40-49,21-25 yrs,Chief's Office,50-59,Black,Male,Asian,Male,19-41983,2019-09-04,9,2019,Chief's Office,No injuries noted or visible,Yes,1,1,1,0,0,0,0,0,Minor,Physical Restraint
UOF19-228,2019-09-04,40-49,21-25 yrs,Burglary Unit,50-59,Black,Male,White,Male,19-41983,2019-09-04,9,2019,Criminal Investigation,No injuries noted or visible,Yes,1,1,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF20-0219,2020-08-18,40-49,21-25 yrs,Security Services,50-59,Black,Female,White,Male,20-31078,2020-08-18,8,2020,Special Operations,Minor Injury,Yes,1,1,1,0,1,0,0,0,No injuries noted or visible,Physical Restraint
