_id,IdentificationNumber,Department,Status,DateReported,Date Closed,Category1,Category2,Category3,Category4
2034,2023-0366,Milwaukee Police Department,Closed,7/14/2023,12/12/2023,"Integrity, 3.05 - FT CITY - ORDINANCE",,,
2035,2023-0367,Milwaukee Police Department,Closed,7/17/2023,9/9/2024,"Integrity, 3.10","Integrity, 3.01 - Behavior that could discredit the Dept.",,
2036,2023-0368,Milwaukee Police Department,Open,7/17/2023,,"Restraint, 6.01 - Excessive use of force - bodily",,,
DUP,,CLOSED - DUPLICATE RECORD,,,,,,,
2037,2023-0369,Milwaukee Police Department,Closed,7/18/2023,5/16/2024,"Integrity, 3.01 - Behavior that could discredit the Dept.","Competence, 1.05 - SOP Equal Employment Opportunity Policy","Competence, 1.05 - SOP Social Networking Sites","Competence, 1.03 - Idling & loafing"
2038,2023-0370,Milwaukee Police Department,Closed,7/18/2023,2/28/2024,"Respect, 5.01 - FT treat the public with courtesy & professionalism","Competence, 1.04 - FT File Reports","Competence, 1.05 - SOP Bodyworn Camera",
2039,2023-0371,Milwaukee Police Department,Closed,7/19/2023,7/15/2024,"Integrity, 3.03 - Improper Search & Seizure","Competence, 1.05 - SOP Property",,Unjustified Search
2040,2023-0372,Milwaukee Police Department,Closed,7/19/2023,12/25/2023,"Competence, 1.04 - FT Fully Investigate","Respect, 5.01 - FT be civil & courteous",,
2041,2023-0373,Milwaukee Police Department,Open,7/20/2023,,"Integrity, 3.05 - FT CITY - DISORDERLY CONDUCT",,,
2042,2023-0374,Milwaukee Police Department,Closed,7/24/2023,3/20/2024,"Competence, 1.04 - FT Fully Investigate","Respect, 5.01 - FT be civil & courteous",,
2043,2023-0375,Milwaukee Police Department,Closed,7/23/2023,9/2/2024,"Restraint, 6.01 - Excessive use of force - bodily",,,
2044,2023-0376,Milwaukee Police Department,Closed,7/26/2023,11/8/2023,"Competence, 1.05 - SOP Absence from home/sick leave","Respect, 5.01 - FT be civil & courteous",,
2045,2023-0377,Milwaukee Police Department,Open,7/26/2023,,"Competence, 1.05 - SOP Uniforms/Equipment/Appearance",,,
2046,2023-0378,Milwaukee Police Department,Closed,7/26/2023,8/17/2023,"Competence, 1.06 - AWOL",,,
2047,2023-0379,Milwaukee Police Department,Closed,7/24/2023,8/27/2024,"Integrity, 3.04 - FT Treat Dept. Info as Confidential",,,
2048,2023-0380,Milwaukee Police Department,Open,7/31/2023,,"Competence, 1.05 - SOP Squad Accident",,,
2049,2023-0381,Milwaukee Police Department,Open,7/22/2023,,"Respect, 5.01 - FT be civil & courteous","Competence, 1.03 - FT render service promptly & efficiently","Integrity, 3.11 - Untruthfulness","Competence, 1.05 - SOP Bodyworn Camera"
2050,2023-0382,Milwaukee Police Department,Closed,7/31/2023,5/14/2024,"Competence, 1.04 - FT Fully Investigate",,,
2051,2023-0383,Milwaukee Police Department,Closed,8/1/2023,12/12/2023,"Competence, 1.04 - FT Fully Investigate","Competence, 1.05 - SOP Bodyworn Camera",,
2052,2023-0384,Milwaukee Police Department,Open,8/1/2023,,"Respect, 5.02 - FT Act W/Fairness, self control, tolerance, or impartiality",,,
2053,2023-0385,Milwaukee Police Department,Open,8/2/2023,,"Respect, 5.01 - FT be civil & courteous",,,
2054,2023-0386,Milwaukee Police Department,Closed,8/2/2023,6/18/2024,"Restraint, 6.01 - Excessive use of force - Handcuffs",,,
2055,2023-0387,Milwaukee Police Department,Open,8/2/2023,,"Competence, 1.04 - FT Fully Investigate",,,
2056,2023-0388,Milwaukee Police Department,Closed,8/3/2023,11/1/2023,"Respect, 5.01 - FT treat another member with courtesy & professionalism",,,
2057,2023-0389,Milwaukee Police Department,Open,8/3/2023,,"Integrity, 3.10 - FT be forthright or candid in a report","Competence, 1.05 - Time Sheet Preparation",,
2058,2023-0390,Milwaukee Police Department,Open,8/4/2023,,"Respect, 5.01 - FT be civil & courteous",,,
2059,2023-0391,Milwaukee Police Department,Open,8/4/2023,,"Competence, 1.05 - SOP FT Inventory Property",,,
2060,2023-0392,Milwaukee Police Department,Open,8/8/2023,,"Competence, 1.04 - FT Fully Investigate",,,
2061,2023-0393,Milwaukee Police Department,Open,8/8/2023,,"Competence, 1.05 - SOP In-Car Camera Systems","Courage, 2.03 - FT intervene when a violation of Code of Conduct occurs","Competence, 1.05 - SOP Vehicle Pursuits and Emergency Vehicle Operations",
2062,2023-0394,Milwaukee Police Department,Open,8/9/2023,,"Competence, 1.04 - FT Fully Investigate",,,
2063,2023-0395,Milwaukee Police Department,Open,8/10/2023,,"Integrity, 3.11 - FT be honest & accurate in a report",,,
2064,2023-0396,Milwaukee Police Department,Open,8/10/2023,,"Competence, 1.04 - FT Fully Investigate",,,
2065,2023-0397,Milwaukee Police Department,Open,8/10/2023,,"Restraint, 6.01 - Excessive use of force - bodily","Integrity, 3.03 - Improper Search & Seizure",,Unjustified Search
2066,2023-0398,Milwaukee Police Department,Closed,8/11/2023,1/29/2024,"Competence, 1.05 - SOP Prisoners and Booking","Respect, 5.01 - FT treat the public with courtesy & professionalism",,
2067,2023-0399,Milwaukee Police Department,Closed,8/10/2023,12/7/2023,"Competence, 1.05 - Personnel Investigations","Competence, 1.05 - Foreign Nationals - Diplomatic Immunity - Immigration",,
2068,2023-0400,Milwaukee Police Department,Open,8/11/2023,,"Integrity, 3.01 - Behavior that could discredit the Dept.",,,
2069,2023-0401,Milwaukee Police Department,Open,8/14/2023,,"Leadership, 4.01 - Respect integrity compassion","Respect, 5.01 - FT treat another member with courtesy & professionalism",,
2070,2023-0402,Milwaukee Police Department,Closed,8/15/2023,4/26/2024,"Respect, 5.01 - FT be civil & courteous",,,
2071,2023-0403,Milwaukee Police Department,Closed,8/16/2023,12/5/2023,"Integrity, 3.03 - Improper Stop/Detention of a Citizen",,,
2072,2023-0404,Milwaukee Police Department,Closed,8/17/2023,1/8/2024,"Competence, 1.04 - FT Fully Investigate",,,
2073,2023-0405,Milwaukee Police Department,Closed,8/17/2023,3/15/2024,"Competence, 1.08 - Intoxication",,,
2074,2023-0406,Milwaukee Police Department,Closed,8/17/2023,3/8/2024,"Competence, 1.04 - FT File Accurate Reports","Respect, 5.01 - FT treat the public with courtesy & professionalism",,Unjustified Search
2075,2023-0407,Milwaukee Police Department,Open,8/18/2023,,"Competence, 1.05 - SOP Bodyworn Camera","Integrity, 3.05 - FT STATE THEFT","Respect, 5.01 - FT treat the public with courtesy & professionalism","Competence, 1.05   "
2076,2023-0408,Milwaukee Police Department,Closed,8/18/2023,8/21/2023,"Respect, 5.01 - FT be civil towards associate",,,
2077,2023-0409,Milwaukee Police Department,Open,8/21/2023,,"Competence, 1.05 - SOP Use of Force","Restraint, 6.01 - Excessive use of force - Bodily",,
2078,2023-0410,Milwaukee Police Department,Closed,8/22/2023,8/28/2024,"Respect, 5.01 - FT treat the public with courtesy & professionalism",,,
2079,2023-0411,Milwaukee Police Department,Closed,8/23/2023,8/30/2023,"Competence, 1.01 - Probationary Performance",,,
2080,2023-0412,Milwaukee Police Department,Open,8/23/2023,,"Competence, 1.05 ",,,
2081,2023-0413,Milwaukee Police Department,Closed,8/23/2023,11/24/2023,"Respect, 5.01 - FT be civil & courteous","Integrity, 3.03",,
2082,2023-0414,Milwaukee Police Department,Open,8/25/2023,,"Competence, 1.03","Respect, 5.01 - FT be civil & courteous",,
2083,2023-0415,Milwaukee Police Department,Closed,8/25/2023,9/9/2024,"Restraint, 6.01 - Excessive use of force - firearm",,,
2084,2023-0416,Milwaukee Police Department,Closed,8/30/2023,12/19/2023,"Respect, 5.01 - FT treat the public with courtesy & professionalism",,,
2085,2023-0417,Milwaukee Police Department,Closed,8/31/2023,6/19/2024,"Competence, 1.04 - FT Fully Investigate",,,
2086,2023-0418,Milwaukee Police Department,Open,9/1/2023,,"Integrity, 3.05 - FT STATE THEFT",,,
2087,2023-0419,Milwaukee Police Department,Closed,9/1/2023,12/1/2023,"Competence, 1.04 - FT Fully Investigate",,,
2088,2023-0420,Milwaukee Police Department,Open,9/4/2023,,"Competence, 1.05 - SOP Emergency Vehicle Operations",,,
2089,2023-0421,Milwaukee Police Department,Open,9/5/2023,,"Competence, 1.04 - FT File Accurate Reports","Competence, 1.05 - SOP Citizen Contact, FI's, Search & Seizure","Leadership, 4.05 - FT maintain professional standards",
2090,2023-0422,Milwaukee Police Department,Open,9/5/2023,,"Competence, 1.05 - SOP Emergency Vehicle Operations",,,
2091,2023-0423,Milwaukee Police Department,Open,9/8/2023,,"Respect, 5.01 - FT treat a supervisor with courtesy & professionalism","Respect, 5.03 - FT obey an order",,
2092,2023-0424,Milwaukee Police Department,Closed,9/8/2023,11/7/2023,"Integrity, 3.03 - Unfair Arrest","Restraint, 6.01 - Excessive use of force - Bodily",,
VOID,,VOIDED INCIDENT,,,,,,,
2093,2023-0425,Milwaukee Police Department,Open,9/12/2023,,"Integrity, 3.10 - Filing False Reports","Integrity, 3.11 - Untruthfulness","Integrity, 3.05 - FT CITY - THEFT",
2094,2023-0426,Milwaukee Police Department,Closed,9/12/2023,2/27/2024,"Competence, 1.04 - FT Fully Investigate",,,
2095,2023-0427,Milwaukee Police Department,Open,9/15/2023,,"Integrity, 3.01 - Behavior that could discredit the Dept.","Competence, 1.02 - FT cooperate with law enforcement",,
2096,2023-0428,Milwaukee Police Department,Closed,9/18/2023,1/9/2024,"Respect, 5.01 - FT be civil & courteous","Competence, 1.05 - SOP Bodyworn Camera","Restraint, 6.01 - Excessive use of force - Bodily",
2097,2023-0429,Milwaukee Police Department,Open,9/9/2023,,"Respect, 5.03 - FT obey an order",,,
2098,2023-0430,Milwaukee Police Department,Closed,9/25/2023,12/18/2023,"Integrity, 3.05 - FT CITY - OWI",,,
2099,2023-0431,Milwaukee Police Department,Closed,9/25/2023,4/29/2024,"Competence, 1.05 - SOP Absence - Sick Leave Procedures","Competence, 1.05 - SOP Absence","Respect, 5.03 - FT obey an order",
DUP,,CLOSED - DUPLICATE RECORD,,,,,,,
2100,2023-0432,Milwaukee Police Department,Closed,9/28/2023,4/16/2024,"Competence, 1.04 - FT Fully Investigate",,,
2101,2023-0433,Milwaukee Police Department,Closed,9/29/2023,2/23/2024,"Restraint, 6.01 - Excessive use of force - Bodily",,,
2102,2023-0434,Milwaukee Police Department,Open,9/29/2023,,"Competence, 1.04 - FT Fully Investigate",,,
2103,2023-0435,Milwaukee Police Department,Closed,9/29/2023,12/1/2023,"Respect, 5.01 - FT treat the public with courtesy & professionalism",,,
2104,2023-0436,Milwaukee Police Department,Open,9/8/2023,,"Respect, 5.01 - FT treat another member with courtesy & professionalism","Integrity, 3.04 - FT Treat Dept. Info as Confidential",,
VOID,,VOIDED INCIDENT,,,,,,,
2105,2023-0437,Milwaukee Police Department,Closed,8/29/2023,12/7/2023,"Restraint, 6.01 - Excessive use of force - Bodily","Competence, 1.05",,
2106,2023-0438,Milwaukee Police Department,Open,9/27/2023,,"Restraint, 6.01 - Excessive use of force - Bodily",,,
2023 - Q4,,,,,,,,,
2107,2023-0439,Non-Employee,Closed,10/5/2023,10/6/2023,No Allegation,,,
2108,2023-0440,Milwaukee Police Department,Closed,10/6/2023,10/16/2023,Department Procedures,,,
2109,2023-0441,Milwaukee Police Department,Closed,10/5/2023,10/18/2023,Department Services,,,
2110,2023-0442,Milwaukee Police Department,Closed,10/12/2023,12/4/2023,"No Allegation, Information Only",,,
2111,2023-0443,Milwaukee Police Department,Closed,10/9/2023,10/23/2023,Use of Force,,,
2112,2023-0444,Milwaukee Police Department,Closed,10/10/2023,10/26/2023,Disparate Treatment,,,
2113,2023-0445,Non-Employee,Closed,10/11/2023,10/30/2023,No Allegation,,,
2114,2023-0446,Milwaukee Police Department,Closed,10/16/2023,12/21/2023,Department Services,,,
2115,2023-0447,Milwaukee Police Department,Closed,10/16/2023,10/30/2023,Department Services,,,
2116,2023-0448,Milwaukee Police Department,Closed,10/20/2023,11/1/2023,Department Services,,,
2117,2023-0449,Milwaukee Police Department,Closed,10/23/2023,11/1/2023,Disparate Treatment,,,
2118,2023-0450,Milwaukee Police Department,Closed,10/31/2023,11/15/2023,Disparate Treatment,,,
2119,2023-0451,Milwaukee Police Department,Closed,10/31/2023,1/11/2024,Department Services,,,
2120,2023-0452,Milwaukee Police Department,Closed,10/30/2023,2/29/2024,Department Procedures,,,
2121,2023-0453,Milwaukee Police Department,Closed,11/3/2023,11/16/2023,Department Services,,,
2122,2023-0454,Milwaukee Police Department,Closed,11/7/2023,11/14/2023,Disparate Treatment,,,
2123,2023-0455,Milwaukee Police Department,Closed,11/8/2023,11/13/2023,Disparate Treatment,,,
2124,2023-0456,Milwaukee Police Department,Closed,11/14/2023,11/20/2023,Department Services,,,
2125,2023-0457,Milwaukee Police Department,Closed,11/14/2023,11/14/2023,No Allegation,,,
2126,2023-0458,Non-Employee,Closed,11/14/2023,11/27/2023,No Allegation,,,
2127,2023-0459,Milwaukee Police Department,Closed,11/20/2023,12/4/2023,Department Services,,,
2128,2023-0460,Milwaukee Police Department,Closed,11/20/2023,11/21/2023,No Allegation,,,
2129,2023-0461,Non-Employee,Closed,11/22/2023,11/27/2023,No Allegation,,,
2130,2023-0462,Milwaukee Police Department,Closed,11/27/2023,11/30/2023,Department Procedures,,,
2131,2023-0463,Milwaukee Police Department,Closed,11/29/2023,12/5/2023,Department Services,,,
2132,2023-0464,Non-Employee,Closed,11/27/2023,11/30/2023,No Allegation,,,
2133,2023-0465,Milwaukee Police Department,Closed,11/6/2023,2/15/2024,Department Procedures,,,
2134,2023-0466,Milwaukee Police Department,Closed,11/8/2023,1/4/2024,Disparate Treatment,,,
2135,2023-0467,Milwaukee Police Department,Closed,11/13/2023,2/15/2024,Department Services,,,
2136,2023-0468,Milwaukee Police Department,Closed,11/27/2023,2/22/2024,Department Services,,,
2137,2023-0469,Non-Employee,Closed,11/27/2023,12/21/2023,No Allegation,,,
2138,2023-0470,Milwaukee Police Department,Closed,12/7/2023,12/28/2023,Department Procedures,,,
2139,2023-0471,Milwaukee Police Department,Closed,12/7/2023,12/18/2023,Use of Force,,,
2140,2023-0472,Milwaukee Police Department,Closed,12/14/2023,12/21/2023,Department Procedures,,Unjustified Search,
2141,2023-0473,Non-Employee,Closed,12/19/2023,12/19/2023,No Allegation,,,
2142,2023-0474,Milwaukee Police Department,Closed,12/19/2023,12/20/2023,Disparate Treatment,,,
2143,2023-0475,Milwaukee Police Department,Closed,12/21/2023,1/11/2024,Department Procedures,,Unjustified Search,
2144,2023-0476,Milwaukee Police Department,Closed,12/23/2023,1/8/2024,Department Services,,Unjustified Traffic Stop,
2145,2023-0477,Milwaukee Police Department,Closed,12/26/2023,12/28/2023,Use of Force,,,
2146,2023-0478,Milwaukee Fire Department,Closed,12/27/2023,1/19/2024,Department Services,,,
2147,2023-0479,Milwaukee Police Department,Closed,12/27/2023,1/10/2024,Department Services,,,
2148,2023-0480,Milwaukee Police Department,Closed,12/12/2023,2/15/2024,Department Services,,,
2149,2023-0481,Milwaukee Police Department,Closed,12/26/2023,1/4/2024,No Allegation,,,
2150,2023-0482,Milwaukee Police Department,Closed,12/20/2023,1/4/2024,No Allegation,,,
2151,2023-0483,Milwaukee Police Department,Closed,12/28/2023,1/25/2024,No Allegation,,,
2152,2023-0484,Milwaukee Police Department,Open,10/18/2023,,"Integrity, 3.05 - FT STATE SOLICITING A PROSTITUTE","Integrity, 3.01 - Behavior that could discredit the Dept.","Leadership, 4.04",
2153,2023-0485,Milwaukee Police Department,Open,10/2/2023,,"Competence, 1.06 - AWOL",,,
2154,2023-0486,Milwaukee Police Department,Closed,10/2/2023,1/8/2024,"Competence, 1.05 - SOP Domestic Violence","Respect, 5.01 - FT treat the public with courtesy & professionalism",,
2155,2023-0487,Milwaukee Police Department,Closed,10/2/2023,12/3/2023,"Restraint, 6.01 - Excessive use of force - ECD",,,
2156,2023-0488,Milwaukee Police Department,Closed,10/4/2023,4/17/2024,"Respect, 5.01 - FT be civil & courteous",,,
2157,2023-0489,Milwaukee Police Department,Open,10/10/2023,,"Competence, 1.04 - FT File Accurate Reports","Respect, 5.01 - FT treat the public with courtesy & professionalism","Competence, 1.05",
VOID,,VOIDED,,,,,,,
2158,2023-0490,Milwaukee Police Department,Open,10/16/2023,,"Integrity, 3.00",,,
2159,2023-0491,Milwaukee Police Department,Open,10/19/2023,,"Leadership, 4.04","Integrity, 3.03","Respect, 5.01 FT treat a supervisor with courtesy & professionalism","Competence, 1.05 - Communications"
2160,2023-0492,Milwaukee Police Department,Open,10/20/2023,,"Respect, 5.01 - FT treat another member with courtesy & professionalism","Leadership, 4.01 - FT set an example",,
2161,2023-0493,Milwaukee Police Department,Closed,10/20/2023,2/1/2024,"Respect, 5.01 - FT treat another member with courtesy & professionalism",,,
2162,2023-0494,Milwaukee Police Department,Closed,10/24/2023,1/16/2024,"Integrity, 3.05 - FT STATE BATTERY","Integrity, 3.05 - FT STATE POCS - CONTROLLED SUBSTANCE","Competence, 1.05 - SOP Absence","Competence, 1.05 - SOP Social Networking Sites"
2163,2023-0495,Milwaukee Police Department,Open,10/2/2023,,"Competence, 1.05 - SOP Dept Owned Vehicles and Property",,,
2164,2023-0496,Milwaukee Police Department,Open,10/24/2023,,"Leadership, 4.04","Competence, 1.05","Competence, 1.06 - Late for duty",
2165,2023-0497,Milwaukee Police Department,Closed,10/24/2023,3/15/2024,"Competence, 1.05 - SOP Absence",,,
2166,2023-0498,Milwaukee Police Department,Open,10/24/2023,,"Integrity, 3.01 - Behavior that could discredit the Dept.",,,
2167,2023-0499,Milwaukee Police Department,Open,10/25/2023,,"Respect, 5.03 - FT obey an order",,,
2168,2023-0500,Milwaukee Police Department,Open,10/25/2023,,"Integrity, 3.05",,,
DUP,,CLOSED - DUPLICATE RECORD,,,,,,,
2169,2023-0501,Milwaukee Police Department,Open,10/30/2023,,"Integrity, 3.01 - Behavior that could discredit the Dept.",,,
2170,2023-0502,Milwaukee Police Department,Open,10/31/2023,,PRISONER-ESCAPE/CUSTODY,,,
2171,2023-0503,Milwaukee Police Department,Closed,11/1/2023,2/8/2024,"Restraint, 6.01 - Excessive use of force - Bodily","Integrity, 3.03 - Unfair Arrest",,
2172,2023-0504,Milwaukee Police Department,Closed,10/9/2023,8/19/2024,"Integrity, 3.04 - FT Treat Dept. Info as Confidential",,,
2173,2023-0505,Milwaukee Police Department,Closed,11/2/2023,8/21/2024,"Respect, 5.03 - FT obey an order","Competence, 1.05 - SOP Absence","Competence, 1.06 - Absence",
2174,2023-0506,Milwaukee Police Department,Closed,11/3/2023,12/6/2023,"Integrity, 3.02",,,
2175,2023-0507,Milwaukee Police Department,Closed,11/3/2023,6/3/2024,"Competence, 1.04 - FT Fully Investigate",,,
2176,2023-0508,Milwaukee Police Department,Open,11/3/2023,,"Competence, 1.02 - FT ensure public safety",,,
2177,2023-0509,Milwaukee Police Department,Open,11/6/2023,,"Competence, 1.05 - SOP Domestic Violence","Competence, 1.04","Respect, 5.01 - FT treat the public with courtesy & professionalism",
